iter	Logloss
401	0.6524679759
402	0.6523948914
403	0.6523024939
404	0.6522430279
405	0.6521549838
406	0.6520396376
407	0.651860411
408	0.6517546225
409	0.6516021636
410	0.6514874246
411	0.6513310095
412	0.6512309931
413	0.6511425424
414	0.6510488776
415	0.6509272541
416	0.6508137579
417	0.65076065
418	0.6506792317
419	0.650598578
420	0.6505209343
421	0.6503815005
422	0.6502722225
423	0.6501511425
424	0.6500050528
425	0.6499219232
426	0.64980585
427	0.6497315181
428	0.6495938248
429	0.6494843921
430	0.6494037009
431	0.649317442
432	0.6492384093
433	0.6491600458
434	0.6490719566
435	0.6489818061
436	0.6488652256
437	0.6487943339
438	0.6486666085
439	0.6485988061
440	0.6485212547
441	0.6484612799
442	0.6484004761
443	0.6483061395
444	0.6482113404
445	0.648131222
446	0.6480439223
447	0.647946499
448	0.6478549742
449	0.6477053147
450	0.6476105506
451	0.6474881602
452	0.6473318915
453	0.6472289597
454	0.6471429496
455	0.6469943123
456	0.6469009684
457	0.6468143169
458	0.6467257119
459	0.6465827027
460	0.646471477
461	0.6463818375
462	0.6463115262
463	0.646220537
464	0.6461530427
465	0.6460467376
466	0.6459644089
467	0.6458750288
468	0.645777781
469	0.6456607398
470	0.6455659829
471	0.6454855877
472	0.6453709023
473	0.6452747884
474	0.6451587854
475	0.6451004831
476	0.645045948
477	0.6449905937
478	0.644902537
479	0.6448158061
480	0.6447354211
481	0.6446243218
482	0.6445416366
483	0.6444723191
484	0.6443605778
485	0.6442794095
486	0.644206797
487	0.644111226
488	0.6440400405
489	0.6439715501
490	0.6438886059
491	0.6437876214
492	0.6436907509
493	0.6435946608
494	0.6435379114
495	0.6434456873
496	0.6433536098
497	0.643260888
498	0.6431922847
499	0.6430370771
500	0.642896071
501	0.6428034836
502	0.6426384356
503	0.6424967579
504	0.6424208278
505	0.6423429341
506	0.6423101543
507	0.6421957417
508	0.6421238834
509	0.6420457141
510	0.6419159586
511	0.6418054966
512	0.6417305301
513	0.6416173972
514	0.6415424548
515	0.6414666788
516	0.641376345
517	0.6412407851
518	0.6412072109
519	0.6411380378
520	0.6410474882
521	0.6409985381
522	0.6409167872
523	0.640857198
524	0.6407456616
525	0.6406878704
526	0.6405619976
527	0.6404865396
528	0.6404109514
529	0.6403296253
530	0.6402391916
531	0.6401272575
532	0.6400658157
533	0.6399915175
534	0.6398785135
535	0.6397836651
536	0.6396930886
537	0.6396206384
538	0.6395057999
539	0.6393961493
540	0.6393473457
541	0.6392454778
542	0.6391450038
543	0.6390207909
544	0.638944306
545	0.6388679171
546	0.6387861982
547	0.6387017093
548	0.6386123861
549	0.6385332528
550	0.6384634382
551	0.6384208411
552	0.6383245485
553	0.6382651337
554	0.6381853897
555	0.6380674577
556	0.6379700301
557	0.6378656887
558	0.6377628759
559	0.6377045337
560	0.6375982054
561	0.6374243641
562	0.6373387683
563	0.6373048132
564	0.6372321269
565	0.6371226713
566	0.6370800704
567	0.6370005325
568	0.636909911
569	0.6368491054
570	0.6367668458
571	0.6366582523
572	0.6365793972
573	0.6365186547
574	0.6363990709
575	0.6363161755
576	0.6362444155
577	0.6361181149
578	0.6359660923
579	0.635913597
580	0.6358212359
581	0.6357605886
582	0.6356536733
583	0.635565031
584	0.6354920719
585	0.6354176373
586	0.6353447242
587	0.6352317435
588	0.6351524396
589	0.6350666001
590	0.6350278007
591	0.6349712268
592	0.6348633776
593	0.6347919855
594	0.6347118806
595	0.634672288
596	0.6345793348
597	0.6345067857
598	0.6343716762
599	0.6343054316
600	0.6342269068
601	0.6341502264
602	0.6340384007
603	0.6339978405
604	0.6339513655
605	0.6338228186
606	0.63372208
607	0.6336392333
608	0.6335447882
609	0.6334589643
610	0.6333599234
611	0.6332855192
612	0.633144549
613	0.633042114
614	0.6329606519
615	0.6328568391
616	0.6328046614
617	0.6326912946
618	0.6326273093
619	0.632539517
620	0.6324033736
621	0.6323467506
622	0.6322542178
623	0.6321838381
624	0.6320975408
625	0.6320451917
626	0.6319366507
627	0.6318479715
628	0.6317450979
629	0.6316193974
630	0.6315531231
631	0.6314515644
632	0.6314210242
633	0.6313372323
634	0.6312720403
635	0.6311498555
636	0.6310772849
637	0.6310049014
638	0.6309578466
639	0.6309247417
640	0.6308535148
641	0.6307913676
642	0.630703224
643	0.6306360244
644	0.6305177235
645	0.6304611081
646	0.6304360026
647	0.6303677753
648	0.6303170005
649	0.6302422164
650	0.630173544
651	0.6301144118
652	0.6300200381
653	0.6299211375
654	0.629860121
655	0.6298029503
656	0.6297361064
657	0.6296310504
658	0.6295699126
659	0.6294820141
660	0.6294469575
661	0.6293719584
662	0.6293028819
663	0.6291893446
664	0.6291001535
665	0.6290143326
666	0.6288980653
667	0.6287837684
668	0.6287093045
669	0.6286253162
670	0.6285665941
671	0.6285111605
672	0.62834959
673	0.6282659171
674	0.6281648288
675	0.6281004531
676	0.6280315749
677	0.6279857651
678	0.6278725355
679	0.6277813035
680	0.6276949647
681	0.6276258455
682	0.6275328221
683	0.6274503829
684	0.6273966173
685	0.6273272208
686	0.6272652049
687	0.6271657401
688	0.6271124464
689	0.6270393821
690	0.6269619981
691	0.6268710513
692	0.6267693239
693	0.6266804611
694	0.6266237797
695	0.6265558187
696	0.6264716528
697	0.6263984114
698	0.6263393475
699	0.6262196641
700	0.6261211257
701	0.6260444644
702	0.6259737716
703	0.6258838698
704	0.62582885
705	0.6257960727
706	0.625750166
707	0.6256234187
708	0.6255287797
709	0.6254595745
710	0.625377449
711	0.6252404319
712	0.6251661426
713	0.6250948845
714	0.6249998404
715	0.6249053265
716	0.6248647777
717	0.6247982346
718	0.6247430196
719	0.6246829201
720	0.6246393637
721	0.6245561194
722	0.6245098609
723	0.6243610389
724	0.624236967
725	0.6241537422
726	0.6240462621
727	0.6239966013
728	0.6238381717
729	0.6237272522
730	0.6236688
731	0.6235922043
732	0.6235335497
733	0.6234684841
734	0.6233889429
735	0.6233573817
736	0.6232907028
737	0.6232217985
738	0.6231241632
739	0.6230483161
740	0.622951205
741	0.622873135
742	0.6227724983
743	0.6227442683
744	0.6226589159
745	0.6225768378
746	0.6224879032
747	0.6223905698
748	0.62227263
749	0.6222246454
750	0.6221355772
751	0.6220311088
752	0.6219449005
753	0.6218470697
754	0.6217997143
755	0.6216749779
756	0.6216092068
757	0.6215119105
758	0.6214206306
759	0.6213572427
760	0.6212133315
761	0.6211522003
762	0.6210800615
763	0.621017557
764	0.6209234363
765	0.6208257215
766	0.6206889459
767	0.6206261304
768	0.6205727249
769	0.6204873385
770	0.620413322
771	0.6203520151
772	0.6202939708
773	0.6202195129
774	0.6201473217
775	0.6200797466
776	0.6199957684
777	0.6199380946
778	0.6198961264
779	0.619794236
780	0.6196871639
781	0.6196240624
782	0.6195477082
783	0.6194912727
784	0.6193911214
785	0.6192958447
786	0.6192197555
787	0.6191497579
788	0.6190316194
789	0.6189757648
790	0.6189245896
791	0.6188523981
792	0.6187751417
793	0.6187019377
794	0.6186476957
795	0.6186082069
796	0.6185462752
797	0.6185064154
798	0.6184496661
799	0.6183508823
800	0.6182914371
801	0.6182368416
802	0.6181754412
803	0.618112907
804	0.6180902211
805	0.6179884474
806	0.6179066571
807	0.6178581449
808	0.6177900266
809	0.6176886054
810	0.6176048276
811	0.6175490126
812	0.6174728219
813	0.6173887954
814	0.6173340941
815	0.6172671602
816	0.6171489665
817	0.6171124757
818	0.6170542503
819	0.6169975817
820	0.616897982
821	0.6168364751
822	0.616729768
823	0.6166701464
824	0.6166091683
825	0.6165131188
826	0.6164339576
827	0.6163747363
828	0.6162769152
829	0.616233972
830	0.6161475664
831	0.6160969015
832	0.6160283553
833	0.6159369804
834	0.615829984
835	0.6157592194
836	0.6156827969
837	0.6156026106
838	0.6155353641
839	0.6154931854
840	0.6154514238
841	0.6153171491
842	0.6152421668
843	0.6151679992
844	0.6151259681
845	0.6150719516
846	0.6150464886
847	0.6149674152
848	0.6149317574
849	0.614888228
850	0.6148362405
851	0.6147768773
852	0.6147218325
853	0.614681102
854	0.6146174895
855	0.6145593424
856	0.6144705138
857	0.6143839309
858	0.614336438
859	0.6142569437
860	0.6141956502
861	0.6141124295
862	0.6140518889
863	0.6139667288
864	0.6138748338
865	0.6137963896
866	0.6137382197
867	0.6136498515
868	0.6135926543
869	0.6135086395
870	0.6134330382
871	0.6133734598
872	0.6133198413
873	0.6132714854
874	0.6132194492
875	0.6131612159
876	0.6130704268
877	0.6130272898
878	0.6129687774
879	0.612905769
880	0.6128622345
881	0.6127974777
882	0.612715338
883	0.6126648882
884	0.6126010173
885	0.6125404341
886	0.6124946087
887	0.6124162917
888	0.61233162
889	0.6122862014
890	0.6122089051
891	0.6121693937
892	0.6120932528
893	0.6120284198
894	0.6119376288
895	0.6118444484
896	0.6117544179
897	0.6116751488
898	0.611581896
899	0.6115551584
900	0.6114993978
901	0.6113952478
902	0.6113190969
903	0.6112547445
904	0.6111484361
905	0.6111061956
906	0.6110503345
907	0.6110173824
908	0.6109468691
909	0.6108715017
910	0.6107798565
911	0.6106827389
912	0.6106318949
913	0.6104961164
914	0.6104459842
915	0.6103635257
916	0.6102606205
917	0.6101962312
918	0.6101319328
919	0.6100570116
920	0.6099846656
921	0.6098651901
922	0.6097930004
923	0.6097487988
924	0.6097104132
925	0.6096656279
926	0.6096026429
927	0.6095754699
928	0.6095089297
929	0.609406052
930	0.6093235393
931	0.609268546
932	0.6091611191
933	0.6090789029
934	0.6089777201
935	0.6089373445
936	0.6088275619
937	0.6087479966
938	0.6086535525
939	0.6085880994
940	0.608525527
941	0.6084491249
942	0.6083932968
943	0.6083313224
944	0.6082842956
945	0.6082244374
946	0.6081775683
947	0.6081223735
948	0.608012302
949	0.6079027819
950	0.6078549809
951	0.6077992956
952	0.6077226009
953	0.6076510497
954	0.6076288523
955	0.607601638
956	0.6075224386
957	0.6074408386
958	0.6073366794
959	0.6072681758
960	0.6071925551
961	0.6071276184
962	0.6070640366
963	0.6070115867
964	0.6069559651
965	0.6069051703
966	0.6068432187
967	0.6067530683
968	0.6066509557
969	0.6065841882
970	0.6065161504
971	0.6064631114
972	0.6063812016
973	0.6063287001
974	0.6062765166
975	0.6062142663
976	0.606155897
977	0.6061024925
978	0.6060445795
979	0.6059860136
980	0.6059331604
981	0.6058515419
982	0.6057650246
983	0.6057162529
984	0.605639515
985	0.6055697261
986	0.6055010021
987	0.605456523
988	0.6053826999
989	0.6053083784
990	0.6052506532
991	0.6051735995
992	0.6050707548
993	0.6049773266
994	0.6049487059
995	0.6048881654
996	0.6047731862
997	0.6047271944
998	0.6046562553
999	0.6046022179
